CustomerID,Age,Gender,Region
159,25,Male,North
160,26,Female,South
161,39,Female,South
162,40,Female,North
163,41,Female,North
164,50,Male,North
165,21,Male,West
166,43,Female,North
167,32,Male,North
168,19,Male,North
169,22,Female,North
170,29,Female,East
171,19,Male,West
172,30,Female,West
173,47,Female,West
174,58,Male,East
175,42,Male,West
176,38,Male,East
177,62,Female,South
178,62,Female,West
179,45,Male,South
180,39,Male,North
181,63,Female,West
182,49,Female,West
183,21,Female,South
184,33,Male,West
185,39,Female,South
186,47,Female,South
187,27,Male,North
188,55,Female,West
189,65,Male,East
190,54,Female,North
191,31,Male,East
192,51,Female,West
193,48,Female,South
194,59,Male,North
195,28,Male,East
196,46,Female,South
197,62,Male,East
198,21,Female,South
199,60,Male,North
200,49,Female,East
201,25,Female,East
202,64,Female,North
203,33,Female,East
204,31,Male,North
205,53,Female,West
206,23,Male,West
207,32,Male,West
208,40,Female,South
209,53,Female,East
210,62,Female,South
211,40,Male,East
212,62,Male,South
213,54,Male,West
214,61,Male,South
215,58,Female,East
216,50,Male,North
217,59,Female,West
218,38,Male,West
219,20,Male,North
220,39,Male,North
221,53,Male,South
222,65,Male,North
223,34,Female,North
224,58,Male,West
225,24,Female,East
226,53,Female,East
227,58,Male,North
228,46,Female,North
229,38,Male,South
230,38,Female,North
231,27,Male,North
232,43,Male,West
233,63,Female,North
234,28,Female,South
235,38,Female,West
236,34,Male,East
237,63,Female,North
238,40,Male,East
239,40,Female,East
240,64,Female,South
241,57,Male,North
242,31,Male,South
243,21,Female,West
244,61,Female,South
245,59,Female,West
246,36,Male,North
247,61,Female,South
248,59,Male,South
249,64,Male,South
250,57,Male,East
251,39,Male,West
252,20,Female,East
253,48,Male,North
254,27,Male,South
255,30,Female,East
256,21,Male,East
257,29,Male,North
258,24,Female,West
259,51,Female,East
260,49,Female,East
261,25,Male,West
262,44,Female,West
263,26,Female,South
264,53,Male,South
265,48,Male,East
266,56,Female,East
267,26,Female,West
268,58,Female,West
269,36,Male,South
270,45,Male,North
271,35,Male,North
272,24,Male,North
273,54,Female,West
274,42,Male,North
275,29,Male,West
276,43,Male,North
277,51,Female,North
278,45,Female,East
279,28,Female,East
280,54,Male,North
281,28,Female,North
282,57,Female,North
283,35,Female,South
284,62,Female,South
285,58,Male,North
286,52,Female,South
287,39,Male,West
288,32,Male,North
289,42,Female,East
290,33,Female,South
291,37,Female,West
292,37,Female,South
293,42,Male,North
294,47,Female,West
295,37,Male,West
296,62,Male,North
297,64,Female,East
298,60,Male,South
299,63,Male,North
300,45,Male,East
301,24,Male,East
302,59,Male,West
303,28,Male,East
304,46,Male,West
305,63,Male,North
306,42,Female,South
307,63,Female,North
308,52,Female,South
309,48,Male,East
310,60,Female,West
311,52,Male,West
312,28,Male,South
313,48,Male,East
314,20,Male,North
315,57,Male,South
316,52,Female,East
317,41,Female,South
318,60,Female,East
319,25,Female,West
320,52,Male,South
321,40,Male,East
322,35,Male,East
323,40,Male,South
324,36,Female,East
325,44,Male,West
326,27,Female,West
327,34,Female,North
328,38,Female,West
329,31,Female,South
330,18,Male,South
331,57,Female,West
332,40,Female,East
333,23,Male,East
334,21,Male,North
335,29,Male,East
336,53,Female,West
337,31,Male,East
338,62,Female,West
339,19,Male,West
340,48,Male,East
341,52,Female,East
342,19,Male,South
343,62,Male,West
344,50,Male,South
345,58,Male,West
346,49,Male,East
347,34,Female,South
348,24,Male,West
349,44,Male,East
350,54,Male,South
351,56,Female,East
352,33,Female,South
353,60,Female,North
354,18,Female,East
355,61,Female,West
356,37,Male,West
357,42,Female,West
358,28,Female,South
359,43,Male,West
360,49,Female,South
361,52,Female,North
362,64,Male,West
363,29,Female,West
364,21,Female,East
365,27,Female,East
366,48,Male,North
367,47,Female,South
368,62,Male,North
369,42,Male,East
370,20,Female,South
371,63,Male,North
372,48,Male,South
373,30,Male,East
374,58,Female,South
375,26,Female,East
376,63,Female,South
377,61,Female,East
378,49,Female,South
379,46,Male,South
380,33,Female,West
381,21,Female,North
382,49,Male,North
383,64,Female,East
384,62,Male,North
385,48,Male,North
386,27,Female,East
387,20,Female,West
388,49,Female,North
389,64,Male,East
390,35,Female,North
391,38,Female,West
392,34,Male,South
393,51,Female,South
394,40,Female,North
395,56,Female,West
396,40,Female,North
397,46,Female,West
398,56,Female,South
399,45,Female,North
400,30,Female,West
401,60,Female,East
402,20,Female,South
403,52,Female,South
404,63,Female,North
405,27,Male,North
406,63,Female,South
407,42,Female,North
408,20,Male,North
409,23,Male,North
410,60,Male,South
411,40,Male,North
412,61,Female,West
413,25,Male,West
414,38,Male,South
415,59,Male,East
416,36,Female,South
417,58,Male,South
418,65,Female,East
419,25,Male,South
420,39,Female,North
421,46,Female,East
422,26,Male,South
423,29,Female,East
424,44,Male,West
425,40,Female,South
426,49,Male,East
427,59,Male,South
428,60,Male,East
429,40,Male,East
430,52,Female,West
431,61,Female,West
432,52,Female,East
433,57,Male,East
434,34,Female,South
435,64,Female,West
436,39,Female,West
437,64,Male,North
438,29,Male,West
439,46,Female,West
440,21,Female,West
441,31,Male,North
442,28,Female,North
443,48,Female,West
444,39,Female,South
445,63,Female,South
446,24,Female,West
447,34,Male,East
448,19,Male,East
449,57,Female,South
450,24,Male,East
451,24,Female,East
452,50,Female,North
453,57,Female,East
454,19,Male,West
455,60,Male,North
456,52,Female,West
457,23,Female,East
458,39,Female,North
459,37,Male,East
460,50,Female,East
461,27,Female,West
462,27,Male,South
463,33,Male,North
464,30,Female,West
465,38,Female,North
466,41,Male,East
467,58,Male,North
468,19,Male,West
469,49,Female,South
470,25,Female,South
471,27,Male,South
472,32,Female,East
473,29,Male,West
474,30,Male,North
475,60,Male,West
476,33,Male,North
477,56,Male,East
478,32,Male,North
479,25,Female,South
480,63,Male,West
481,38,Male,North
482,20,Female,South
483,24,Male,South
484,56,Female,West
485,27,Female,North
486,44,Male,North
487,56,Male,South
488,19,Male,South
489,54,Female,North
490,32,Male,West
491,63,Female,North
492,35,Male,East
493,26,Female,South
494,39,Female,West
495,63,Male,West
496,46,Female,South
497,52,Male,South
498,51,Male,East
499,30,Female,East
500,37,Male,South
501,31,Female,East
502,45,Male,East
503,26,Male,West
504,29,Female,North
505,38,Male,South
506,33,Male,West
507,30,Female,West
508,20,Male,North
509,54,Male,East
510,44,Female,West
511,19,Female,West
512,31,Male,South
513,54,Male,East
514,57,Female,East
515,52,Female,West
516,33,Male,West
517,44,Female,West
518,43,Female,West
519,37,Male,South
520,31,Female,North
521,34,Male,West
522,18,Female,East
523,54,Female,South
524,48,Male,North
525,31,Male,West
526,57,Female,South
527,21,Male,West
528,57,Male,North
529,34,Male,East
530,23,Female,South
531,49,Female,East
532,38,Female,East
533,55,Male,South
534,30,Male,East
535,20,Female,East
536,43,Female,West
537,47,Female,South
538,57,Male,West
539,44,Female,East
540,51,Male,East
541,50,Female,South
542,29,Male,North
543,46,Female,South
544,44,Male,East
545,26,Female,South
546,25,Male,East
547,58,Male,South
548,44,Male,South
549,19,Female,North
550,21,Female,North
551,46,Female,West
552,36,Male,West
553,49,Female,West
554,65,Female,North
555,44,Female,East
556,28,Male,West
557,31,Female,South
558,34,Male,South
559,60,Male,North
560,63,Male,South
561,35,Female,West
562,53,Male,North
563,57,Male,North
564,23,Female,East
565,26,Male,South
566,27,Female,South
567,62,Male,South
568,31,Female,East
569,65,Female,South
570,42,Female,North
571,63,Female,South
572,50,Female,North
573,33,Female,North
574,48,Female,East
575,51,Female,North
576,23,Female,South
577,30,Female,South
578,49,Male,West
579,41,Male,East
580,37,Female,North
581,36,Male,East
582,45,Female,West
583,18,Male,West
584,30,Male,East
585,28,Male,North
586,27,Female,North
587,39,Female,East
588,58,Male,North
589,49,Male,South
590,18,Male,South
591,33,Male,North
592,63,Male,South
593,29,Male,West
594,20,Male,North
595,48,Female,North
596,51,Male,South
597,47,Female,North
598,56,Male,West
599,50,Female,North
600,62,Female,South
601,28,Male,South
602,51,Female,South
603,34,Female,South
604,62,Male,West
605,65,Male,North
606,27,Male,South
607,28,Male,West
608,36,Male,East
609,40,Male,East
610,65,Male,North
611,32,Male,West
612,50,Male,East
613,65,Male,East
614,57,Female,West
615,54,Female,West
616,33,Male,North
617,34,Female,East
618,48,Female,West
619,23,Female,East
620,45,Male,East
621,50,Female,East
622,45,Female,North
623,39,Female,West
624,53,Male,East
625,29,Female,South
626,56,Male,East
627,61,Male,West
628,65,Female,South
629,38,Female,South
630,46,Male,South
631,46,Male,West
632,18,Female,South
633,40,Male,South
634,19,Male,East
635,61,Female,East
636,32,Male,North
637,35,Female,West
638,51,Male,West
639,65,Female,South
640,22,Female,South
641,64,Female,North
642,57,Female,North
643,46,Male,East
644,28,Female,West
645,40,Male,South
646,47,Male,South
647,32,Female,North
648,44,Female,North
649,59,Male,North
650,61,Female,South
651,24,Female,East
652,22,Female,East
653,48,Male,West
654,28,Male,South
655,56,Male,North
656,39,Male,West
657,48,Male,East
658,26,Female,South
659,61,Female,North
660,20,Female,East
661,18,Female,East
662,39,Female,North
663,39,Male,East
664,44,Female,South
665,41,Female,South
666,55,Male,North
667,21,Female,North
668,26,Female,East
669,22,Male,South
670,51,Female,West
671,51,Male,West
672,36,Female,West
673,36,Female,North
674,29,Female,East
675,24,Female,North
676,48,Female,South
677,49,Female,East
678,46,Female,West
679,39,Female,South
680,20,Male,North
681,65,Male,East
682,60,Female,South
683,24,Male,East
684,27,Male,North
685,35,Male,West
686,34,Male,North
687,62,Female,West
688,34,Male,East
689,20,Male,North
690,21,Male,East
691,35,Female,North
692,59,Female,East
693,39,Male,South
694,49,Male,South
695,39,Female,South
696,41,Female,East
697,55,Female,East
698,30,Male,West
699,18,Male,South
700,23,Male,West
701,36,Female,South
702,36,Male,North
703,35,Female,North
704,30,Female,South
705,51,Female,North
706,33,Female,South
707,18,Female,East
708,21,Female,East
709,63,Male,North
710,34,Male,South
711,18,Female,South
712,50,Female,South
713,53,Female,West
714,26,Female,South
715,19,Female,West
716,20,Female,West
717,24,Female,West
718,20,Male,West
719,51,Male,West
720,39,Male,East
721,46,Female,East
722,27,Male,East
723,47,Male,South
724,64,Male,East
725,22,Male,North
726,36,Female,East
727,31,Female,East
728,53,Female,North
729,43,Male,South
730,39,Female,South
731,19,Female,East
732,50,Female,East
733,51,Male,West
734,62,Male,West
735,18,Male,North
736,52,Female,East
737,58,Female,South
738,22,Male,East
739,36,Male,South
740,31,Male,West
741,63,Female,West
742,26,Male,West
743,29,Female,West
744,39,Male,West
745,19,Male,South
746,43,Female,North
747,25,Male,North
748,61,Male,West
749,55,Female,South
750,42,Female,East
751,39,Male,West
752,35,Female,East
753,24,Male,East
754,33,Female,East
755,52,Female,North
756,60,Male,North
757,21,Female,East
758,46,Female,North
759,21,Female,North
760,44,Male,South
761,32,Male,East
762,61,Female,East
763,46,Male,East
764,41,Female,North
765,54,Male,East
766,25,Female,East
767,55,Female,North
768,24,Female,South
769,58,Male,South
770,19,Male,South
771,29,Male,South
772,52,Male,East
773,43,Male,South
774,49,Male,South
775,44,Female,North
776,64,Female,North
777,31,Male,South
778,20,Male,North
779,49,Male,North
780,58,Male,East
781,32,Male,East
782,55,Male,South
783,39,Male,North
784,28,Male,West
785,61,Male,East
786,50,Male,South
787,50,Female,South
788,65,Male,East
789,35,Male,South
790,58,Female,East
791,27,Female,West
792,41,Female,North
793,34,Male,East
794,37,Male,West
795,25,Female,South
796,31,Female,East
797,36,Male,West
798,28,Male,North
799,41,Female,West
800,21,Male,West
801,20,Female,East
802,36,Female,North
803,23,Male,South
804,47,Male,East
805,38,Male,East
806,29,Female,North
807,36,Male,South
808,60,Female,East
809,61,Male,East
810,58,Female,West
811,43,Male,North
812,26,Male,West
813,25,Female,East
814,39,Male,South
815,58,Female,West
816,63,Male,South
817,60,Female,South
818,35,Female,East
819,31,Male,West
820,25,Female,South
821,20,Male,West
822,26,Female,South
823,33,Male,East
824,56,Male,North
825,52,Male,South
826,34,Male,East
827,51,Male,West
828,54,Male,North
829,54,Male,West
830,65,Male,East
831,42,Female,South
832,31,Male,West
833,20,Female,South
834,46,Male,West
835,57,Male,West
836,18,Male,South
837,28,Female,South
838,63,Male,East
839,21,Male,South
840,54,Female,North
841,29,Male,East
842,30,Female,North
843,56,Male,North
844,31,Male,North
845,50,Male,East
846,46,Female,South
847,63,Male,East
848,44,Female,South
849,46,Male,North
850,44,Female,North
851,43,Male,South
852,57,Male,North
853,49,Male,South
854,21,Female,North
855,48,Male,East
856,31,Male,North
857,38,Male,East
858,63,Female,North
859,20,Female,West
860,43,Female,West
861,58,Female,South
862,26,Female,East
863,63,Male,East
864,30,Female,West
865,31,Female,South
866,22,Female,South
867,27,Female,North
868,44,Male,East
869,20,Male,South
870,57,Female,South
871,55,Female,East
872,18,Female,East
873,46,Female,South
874,64,Female,West
875,59,Female,North
876,36,Male,West
877,59,Male,East
878,40,Male,East
879,59,Male,North
880,20,Female,West
881,20,Male,East
882,42,Male,South
883,59,Female,West
884,52,Female,South
885,50,Male,North
886,44,Male,West
887,18,Male,West
888,52,Male,South
889,21,Female,West
890,51,Male,East
891,65,Female,West
892,19,Male,West
893,24,Male,West
894,51,Female,East
895,55,Male,West
896,54,Male,East
897,48,Male,North
898,34,Male,East
899,21,Female,West
900,33,Male,North
901,47,Female,North
902,28,Female,South
903,55,Female,North
904,56,Male,North
905,41,Female,South
906,63,Male,South
907,58,Male,North
908,62,Female,West
909,28,Male,North
910,45,Female,South
911,31,Male,East
912,26,Male,South
913,55,Female,North
914,22,Male,North
915,61,Male,South
916,30,Male,South
917,36,Male,West
918,50,Male,North
919,34,Female,East
920,48,Male,South
921,51,Female,South
922,30,Female,North
923,50,Female,South
924,34,Female,East
925,23,Female,East
926,64,Female,South
927,55,Male,West
928,24,Male,South
929,26,Male,East
930,33,Male,South
931,64,Male,East
932,19,Female,North
933,37,Female,East
934,33,Female,South
935,65,Male,West
936,56,Male,West
937,55,Female,South
938,19,Female,East
939,28,Male,East
940,49,Female,North
941,57,Male,West
942,26,Male,South
943,32,Female,West
944,21,Female,South
945,27,Female,East
946,37,Female,East
947,41,Male,South
948,64,Male,West
949,39,Male,East
950,27,Female,West
951,60,Female,West
952,48,Male,South
953,49,Female,West
954,32,Male,North
955,57,Female,North
956,62,Male,East
957,55,Male,West
958,45,Female,East
959,43,Female,West
960,33,Female,South
961,58,Female,West
962,32,Male,West
963,32,Male,North
964,36,Female,North
965,60,Male,East
966,41,Male,North
967,41,Female,North
968,48,Male,South
969,29,Male,South
970,60,Male,East
971,34,Female,South
972,55,Male,West
973,30,Female,East
974,60,Female,North
975,23,Female,West
976,34,Female,East
977,60,Female,East
978,55,Male,East
979,34,Female,North
980,62,Female,South
981,18,Female,North
982,59,Male,North
983,32,Male,East
984,24,Female,South
985,19,Male,South
986,30,Male,South
987,43,Female,South
988,37,Female,East
989,41,Male,South
990,30,Male,West
991,34,Male,South
992,53,Male,East
993,39,Female,West
994,43,Female,South
995,36,Female,North
996,21,Female,South
997,40,Female,North
998,54,Male,East
999,52,Female,North
1000,55,Female,East
1001,24,Male,South
1002,60,Female,West
1003,38,Male,North
1004,30,Female,South
1005,18,Female,East
1006,55,Female,North
1007,40,Female,North
1008,49,Female,West
1009,23,Male,East
1010,57,Female,East
1011,21,Male,West
1012,27,Female,West
1013,44,Male,South
1014,18,Male,South
1015,39,Female,East
1016,43,Female,West
1017,64,Female,North
1018,58,Female,East
1019,55,Female,South
1020,62,Female,North
1021,42,Female,North
1022,24,Male,East
1023,20,Male,South
1024,63,Female,South
1025,27,Female,West
1026,49,Female,East
1027,55,Female,East
1028,57,Female,West
1029,50,Male,West
1030,57,Male,East
1031,60,Female,East
1032,37,Female,North
1033,48,Female,South
1034,61,Female,South
1035,28,Male,North
1036,24,Male,West
1037,44,Female,South
1038,63,Male,South
1039,55,Female,North
1040,22,Female,West
1041,60,Male,South
1042,53,Male,North
1043,54,Male,South
1044,35,Male,North
1045,19,Male,East
1046,62,Male,East
1047,42,Female,North
1048,48,Female,North
1049,32,Male,North
1050,56,Female,North
1051,60,Male,West
1052,33,Male,East
1053,62,Female,South
1054,24,Male,West
1055,32,Male,West
1056,41,Male,South
1057,31,Male,East
1058,24,Male,South
1059,18,Male,East
1060,53,Female,East
1061,62,Female,South
1062,49,Male,North
1063,61,Female,South
1064,35,Male,North
1065,52,Female,South
1066,48,Female,West
1067,55,Female,North
1068,46,Male,North
1069,57,Male,West
1070,51,Female,South
1071,18,Female,North
1072,44,Female,East
1073,57,Male,West
1074,43,Male,South
1075,27,Female,South
1076,45,Male,South
1077,47,Female,South
1078,19,Male,East
1079,21,Female,West
1080,58,Male,West
1081,42,Female,West
1082,32,Female,South
1083,20,Female,South
1084,59,Male,East
1085,31,Male,East
1086,26,Female,South
1087,53,Male,North
1088,56,Female,North
1089,27,Male,East
1090,61,Female,East
1091,57,Female,West
1092,62,Male,North
1093,46,Female,West
1094,56,Female,North
1095,26,Male,South
1096,54,Male,East
1097,56,Male,East
1098,59,Male,East
1099,27,Female,East
1100,55,Female,South
1101,30,Female,West
1102,65,Female,South
1103,28,Female,West
1104,18,Female,West
1105,48,Male,North
1106,29,Female,South
1107,25,Male,East
1108,20,Female,North
1109,41,Female,East
1110,65,Female,North
1111,52,Male,West
1112,34,Male,North
1113,38,Male,East
1114,37,Female,South
1115,34,Male,North
1116,27,Female,East
1117,26,Female,East
1118,29,Male,South
1119,51,Male,West
1120,52,Female,West
1121,59,Female,South
1122,62,Male,North
1123,42,Male,North
1124,36,Male,South
1125,60,Male,East
1126,41,Male,North
1127,36,Female,East
1128,24,Male,North
1129,34,Male,North
1130,22,Male,East
1131,28,Female,West
1132,40,Female,North
1133,59,Male,North
1134,55,Male,North
1135,39,Male,South
1136,43,Female,South
1137,21,Male,North
1138,31,Male,East
1139,46,Male,West
1140,35,Male,South
1141,38,Female,South
1142,29,Male,West
1143,22,Male,East
1144,60,Male,West
1145,18,Female,North
1146,61,Male,West
1147,52,Female,South
1148,43,Male,East
1149,62,Female,East
1150,61,Male,South
1151,29,Female,South
1152,23,Female,South
1153,36,Female,East
1154,45,Female,East
1155,28,Male,South
1156,18,Female,East
1157,45,Male,East
1158,36,Female,West
1159,18,Female,East
1160,49,Male,West
1161,63,Female,South
1162,53,Female,South
1163,23,Male,North
1164,22,Male,East
1165,25,Male,South
1166,49,Female,East
1167,42,Female,South
1168,22,Female,East
1169,51,Male,East
1170,20,Female,North
1171,42,Female,South
1172,25,Male,North
1173,23,Female,East
1174,54,Female,North
1175,31,Male,West
1176,29,Male,East
1177,32,Male,South
1178,55,Female,South
1179,18,Female,North
1180,54,Male,North
1181,41,Female,North
1182,24,Male,East
1183,25,Male,South
1184,20,Male,East
1185,47,Female,South
1186,51,Male,North
1187,25,Male,East
1188,38,Male,East
1189,58,Female,East
1190,35,Male,West
1191,40,Female,North
1192,43,Male,South
1193,65,Male,West
1194,63,Female,East
1195,46,Female,West
1196,33,Male,East
1197,31,Male,South
1198,22,Male,South
1199,44,Female,West
1200,32,Female,South
1201,55,Female,South
1202,44,Female,East
1203,50,Female,South
1204,40,Female,South
1205,19,Male,West
1206,59,Female,East
1207,60,Female,South
1208,51,Male,South
1209,26,Male,West
1210,19,Male,North
1211,42,Female,West
1212,60,Female,West
1213,51,Female,West
1214,55,Female,North
1215,51,Female,East
1216,46,Male,West
1217,64,Male,East
1218,53,Female,South
1219,36,Male,West
1220,49,Female,West
1221,54,Female,North
1222,54,Female,West
1223,39,Male,West
1224,33,Male,West
1225,61,Male,North
1226,55,Female,West
1227,49,Male,East
1228,53,Female,South
1229,62,Male,South
1230,63,Male,West
1231,31,Male,North
1232,59,Female,East
1233,60,Male,South
1234,45,Female,South
1235,24,Female,West
1236,18,Male,South
1237,55,Female,East
1238,60,Male,South
1239,46,Female,South
1240,56,Female,West
1241,39,Female,East
1242,55,Female,East
1243,57,Male,North
1244,40,Male,North
1245,40,Male,East
1246,54,Female,North
1247,50,Male,East
1248,61,Female,South
1249,30,Female,South
1250,54,Female,East
1251,63,Male,East
1252,50,Male,West
1253,40,Male,East
1254,27,Male,West
1255,64,Male,South
1256,45,Male,South
1257,29,Male,West
1258,28,Male,West
1259,27,Female,West
1260,46,Male,North
1261,53,Male,South
1262,19,Male,East
1263,18,Male,West
1264,65,Female,North
1265,36,Female,East
1266,58,Female,East
1267,33,Female,East
1268,54,Male,North
1269,34,Male,West
1270,62,Male,West
1271,35,Female,South
1272,65,Female,West
1273,56,Female,South
1274,63,Male,North
1275,60,Male,West
1276,24,Female,South
1277,35,Female,North
1278,52,Female,East
1279,44,Female,East
1280,60,Male,West
1281,55,Female,East
1282,35,Female,South
1283,34,Female,East
1284,42,Female,North
1285,25,Male,West
1286,61,Male,North
1287,43,Female,West
1288,27,Male,East
1289,36,Female,North
1290,30,Male,South
1291,46,Female,South
1292,21,Male,North
1293,54,Male,South
1294,30,Female,North
1295,53,Female,West
1296,51,Male,East
1297,22,Male,South
1298,44,Female,South
1299,55,Male,East
1300,41,Female,South
1301,25,Male,South
1302,42,Female,West
1303,46,Male,East
1304,25,Male,North
1305,35,Female,East
1306,56,Male,South
1307,61,Male,South
1308,59,Male,East
1309,35,Male,North
1310,46,Female,North
1311,45,Male,West
1312,55,Male,South
1313,54,Female,West
1314,21,Female,South
1315,31,Male,West
1316,52,Female,North
1317,40,Female,West
1318,21,Female,West
1319,18,Male,East
1320,52,Female,South
1321,38,Female,East
1322,37,Female,West
1323,23,Female,South
1324,54,Male,North
1325,38,Male,North
1326,37,Female,West
1327,26,Male,West
1328,45,Male,East
1329,57,Female,East
1330,20,Female,North
1331,34,Male,South
1332,28,Male,North
1333,39,Female,North
1334,64,Male,East
1335,55,Male,South
1336,58,Male,East
1337,38,Male,North
1338,41,Male,South
1339,62,Male,West
1340,52,Female,West
1341,45,Female,North
1342,65,Male,South
1343,28,Male,North
1344,64,Male,South
1345,54,Female,East
1346,49,Female,North
1347,40,Female,North
1348,61,Female,East
1349,36,Female,South
1350,36,Female,South
1351,25,Male,East
1352,27,Male,North
1353,39,Male,North
1354,56,Male,North
1355,23,Female,West
1356,30,Male,East
1357,37,Female,South
1358,37,Female,West
1359,43,Female,South
1360,21,Male,East
1361,19,Male,North
1362,55,Female,South
1363,31,Female,East
1364,26,Male,North
1365,57,Male,East
1366,47,Female,East
1367,22,Female,West
1368,33,Male,East
1369,48,Female,South
1370,27,Male,West
1371,56,Male,West
1372,61,Female,South
1373,52,Female,North
1374,20,Female,East
1375,37,Male,South
1376,34,Male,West
1377,22,Female,East
1378,60,Female,East
1379,65,Male,East
1380,30,Female,North
1381,25,Female,East
1382,51,Male,North
1383,38,Male,West
1384,31,Male,West
1385,51,Female,East
1386,62,Female,West
1387,43,Female,South
1388,41,Female,West
1389,41,Male,West
1390,19,Female,North
1391,50,Male,North
1392,39,Male,East
1393,24,Male,North
1394,55,Female,North
1395,63,Female,East
1396,63,Male,North
1397,44,Male,North
1398,27,Female,South
1399,33,Female,North
1400,35,Male,West
1401,35,Male,East
1402,19,Female,East
1403,36,Female,West
1404,62,Male,West
1405,59,Female,North
1406,55,Male,South
1407,57,Male,South
1408,27,Female,West
1409,57,Male,West
1410,62,Male,North
1411,58,Male,West
1412,20,Female,East
1413,64,Female,East
1414,45,Female,East
1415,48,Female,South
1416,33,Female,West
1417,58,Male,South
1418,28,Male,West
1419,24,Male,South
1420,48,Female,East
1421,50,Female,West
1422,57,Female,North
1423,19,Male,East
1424,51,Male,East
1425,23,Female,East
1426,62,Male,East
1427,31,Female,South
1428,39,Female,North
1429,38,Male,West
1430,22,Male,West
1431,62,Female,West
1432,50,Female,West
1433,27,Female,East
1434,30,Male,West
1435,41,Female,East
1436,52,Male,East
1437,59,Female,East
1438,51,Female,West
1439,59,Female,South
1440,39,Male,North
1441,62,Male,West
1442,47,Male,South
1443,54,Female,East
1444,19,Female,East
1445,40,Male,North
1446,59,Male,East
1447,39,Male,West
1448,37,Male,North
1449,50,Male,West
1450,34,Male,West
1451,65,Male,East
1452,24,Male,West
1453,52,Female,North
1454,41,Male,North
1455,33,Female,West
1456,37,Female,North
1457,27,Female,East
1458,32,Female,West
1459,26,Female,South
1460,62,Male,East
1461,53,Female,North
1462,51,Female,East
1463,64,Female,East
1464,55,Male,West
1465,30,Male,North
1466,48,Male,South
1467,22,Female,East
1468,52,Male,West
1469,46,Female,North
1470,24,Male,West
1471,50,Male,North
1472,45,Female,North
1473,34,Male,East
1474,21,Female,South
1475,32,Male,South
1476,55,Female,West
1477,58,Male,North
1478,19,Male,South
1479,52,Female,North
1480,59,Female,West
1481,60,Female,East
1482,23,Female,North
1483,47,Male,North
1484,51,Female,West
1485,46,Male,West
1486,64,Female,East
1487,31,Female,East
1488,53,Female,West
1489,43,Male,East
1490,26,Female,West
1491,40,Male,West
1492,37,Male,South
1493,24,Male,South
1494,55,Female,South
1495,51,Male,West
1496,27,Female,West
